"","metrics","coeff","formatMpfr.p.val.","formatMpfr.p.adj."
"BRIA.BRIA.micro_FA_InferiorcerebellarpeduncleR","BRIA.BRIA.micro_FA_InferiorcerebellarpeduncleR",0.00908514937950013,"0.075609667104631817570337647830916342041526955215397005094379881","63.512120367890726759083624177957"
"BRIA.BRIA.micro_FA_SuperiorcerebellarpeduncleR","BRIA.BRIA.micro_FA_SuperiorcerebellarpeduncleR",-0.0247586773920978,"1.1316726394187685287053040822951519129318450860742381938736334e-6","0.00095060501711176556411245542912787"
"BRIA.BRIA.micro_FA_CerebralpeduncleR","BRIA.BRIA.micro_FA_CerebralpeduncleR",-0.00249140199405565,"0.62599089965035908775285982438449917327059909011801363071613167","525.83235570630163371240225248259"
"BRIA.BRIA.micro_FA_AnteriorlimbofinternalcapsuleR","BRIA.BRIA.micro_FA_AnteriorlimbofinternalcapsuleR",0.104082183766531,"1.5324781875757205858051790725017876299505979820643419304202614e-92","1.2872816775636052920763504209020e-89"
"BRIA.BRIA.micro_FA_.PosteriorlimbofinternalcapsuleR","BRIA.BRIA.micro_FA_.PosteriorlimbofinternalcapsuleR",0.0595817291524795,"2.3557499373305631416856881166820499302548585286501787578179952e-31","1.9788299473576730390159780180129e-28"
"BRIA.BRIA.micro_FA_RetrolenticularpartofinternalcapsuleR","BRIA.BRIA.micro_FA_RetrolenticularpartofinternalcapsuleR",0.057519670772487,"2.6082550960994362973920176690190452813223988018127480008545366e-29","2.1909342807235264898092948419766e-26"
"BRIA.BRIA.micro_FA_AnteriorcoronaradiataR","BRIA.BRIA.micro_FA_AnteriorcoronaradiataR",0.0465249390702648,"1.1199323323635143190717625678038228536400522400209559405692790e-19","9.4074315918535202802028055695542e-17"
"BRIA.BRIA.micro_FA_SuperiorcoronaradiataR","BRIA.BRIA.micro_FA_SuperiorcoronaradiataR",0.0543722035939032,"2.5820398066706807682360535185895138628063431693021992356756607e-26","2.1689134376033718453182849556151e-23"
"BRIA.BRIA.micro_FA_PosteriorcoronaradiataR","BRIA.BRIA.micro_FA_PosteriorcoronaradiataR",0.0196343864398302,"0.00011737819182451088764000541055120948567701221758788849563682469","0.098597681132589145617604544862969"
"BRIA.BRIA.micro_FA_PosteriorthalamicradiationR","BRIA.BRIA.micro_FA_PosteriorthalamicradiationR",0.00557099406646753,"0.27472746370981378049903907192220705949363701131183613312072467","230.77106951624357561919282041463"
"BRIA.BRIA.micro_FA_SagittalstratumR","BRIA.BRIA.micro_FA_SagittalstratumR",0.0477757745512798,"1.0299220392431154417583402054313403929342176948012606990176054e-20","8.6513451296421697107700577256247e-18"
"BRIA.BRIA.micro_FA_ExternalcapsuleR","BRIA.BRIA.micro_FA_ExternalcapsuleR",0.00759448469462398,"0.13843475662845717173890351381646606720873290025988774572424693","116.28519556790402426067895160579"
"BRIA.BRIA.micro_FA_CingulumcingulategyrusR","BRIA.BRIA.micro_FA_CingulumcingulategyrusR",-0.00236443292176261,"0.64235981213606589671445087514900200664819499431532565572160022","539.58224219429535324013873512518"
"BRIA.BRIA.micro_FA_CingulumhippocampusR","BRIA.BRIA.micro_FA_CingulumhippocampusR",0.0631870546811094,"5.1872404867140086496988780668583534886995385963513059225195798e-35","4.3572820088397672657470575761596e-32"
"BRIA.BRIA.micro_FA_Fornix_StriaterminalisR","BRIA.BRIA.micro_FA_Fornix_StriaterminalisR",0.0551440858820896,"3.4394331749073846685764591042988338815774238787989421127965191e-27","2.8891238669222031216042256476110e-24"
"BRIA.BRIA.micro_FA_SuperiorlongitudinalfasciculusR","BRIA.BRIA.micro_FA_SuperiorlongitudinalfasciculusR",0.0779569782962237,"1.4565126597581851481163380719220601229924552494327323737785792e-52","1.2234706341968755244177239804147e-49"
"BRIA.BRIA.micro_FA_SuperiorfrontooccipitalfasciculusR","BRIA.BRIA.micro_FA_SuperiorfrontooccipitalfasciculusR",0.197706648753341,"1.1606258129377023293458579172499273694823448814614491482759023e-338","9.7492568286766995665052065049006e-336"
"BRIA.BRIA.micro_FA_UncinatefasciculusR","BRIA.BRIA.micro_FA_UncinatefasciculusR",0.0293334020427922,"9.9885744948530287446447687100940701480914212768114474716766730e-9","8.3904025756765441455016057164732e-6"
"BRIA.BRIA.micro_FA_TapetumR","BRIA.BRIA.micro_FA_TapetumR",0.175570024528201,"2.9676380755460498665864381175818473047174698516938928855304372e-266","2.4928159834586818879326080187692e-263"
"BRIA.BRIA.micro_FA_CINGR","BRIA.BRIA.micro_FA_CINGR",-0.0198367265028019,"9.7519793611609379643134073493508272975270820111068746028767774e-5","0.081916626633751878900232621734571"
"BRIA.BRIA.micro_Ax_ATRR","BRIA.BRIA.micro_Ax_ATRR",-0.0277022139339153,"4.9254747098362006448947601147787871329092018325971662132182743e-8","4.1373987562624085417115984964120e-5"
"BRIA.BRIA.micro_Ax_CSTR","BRIA.BRIA.micro_Ax_CSTR",-0.0267651059822505,"1.3593237840408151145644120937892858795496698503390524006221729e-7","0.00011418319785942846962341061587827"
"BRIA.BRIA.micro_Ax_CGR","BRIA.BRIA.micro_Ax_CGR",-0.0316130924221446,"4.7674897800162028251231234961828470190216865434237715086966798e-10","4.0046914152136103731034237367933e-7"
"BRIA.BRIA.micro_Ax_IFOFR","BRIA.BRIA.micro_Ax_IFOFR",-0.0285981566963154,"1.8958945060918599293489923333193629076046904377345656498987994e-8","1.5925513851171623406531535599887e-5"
"BRIA.BRIA.micro_Ax_ILFR","BRIA.BRIA.micro_Ax_ILFR",-0.0306079216592461,"1.7179444687413744449280251646065604238993094134215540876638597e-9","1.4430733537427545337395411382701e-6"
"BRIA.BRIA.micro_Ax_SLFR","BRIA.BRIA.micro_Ax_SLFR",-0.0337188608340017,"3.1776692243645698926961916896566516455446720273746885945237620e-11","2.6692421484662387098648010193115e-8"
"BRIA.BRIA.micro_Ax_UFR","BRIA.BRIA.micro_Ax_UFR",-0.00842845832072231,"0.098073936747649093801153902621665644067581713094969570218970635","82.382106868025238792969278202172"
"BRIA.BRIA.micro_Ax_SLTFR","BRIA.BRIA.micro_Ax_SLTFR",-0.0303102647578637,"2.9696756502601315377176797976860435755055460469554250343874936e-9","2.4945275462185104916828510300549e-6"
"BRIA.BRIA.micro_Ax_CorticospinaltractR","BRIA.BRIA.micro_Ax_CorticospinaltractR",-0.00453773113502015,"0.37432591186267718237852335945393536566811575727045317175192561","314.43376596464883319795962194121"
"BRIA.BRIA.micro_Ax_MediallemniscusR","BRIA.BRIA.micro_Ax_MediallemniscusR",-0.0176293365640608,"0.00054730390190461889145337405225091546367523373060767796846319529","0.45973527759987986882083420389086"
"BRIA.BRIA.micro_Ax_InferiorcerebellarpeduncleR","BRIA.BRIA.micro_Ax_InferiorcerebellarpeduncleR",-0.0218811362997449,"1.6752630265692685381291815272061885127752154974314767643094497e-5","0.014072209423181855720285124828538"
"BRIA.BRIA.micro_Ax_SuperiorcerebellarpeduncleR","BRIA.BRIA.micro_Ax_SuperiorcerebellarpeduncleR",-0.0126783683699364,"0.012820335885921690891695911183292791412716054507818052103466470","10.769082144174220349024565393968"
"BRIA.BRIA.micro_Ax_CerebralpeduncleR","BRIA.BRIA.micro_Ax_CerebralpeduncleR",-0.0341554736226046,"1.8453713664532050884199945256306641970143830833966231476448639e-11","1.5501119478206922742727954015299e-8"
"BRIA.BRIA.micro_Ax_AnteriorlimbofinternalcapsuleR","BRIA.BRIA.micro_Ax_AnteriorlimbofinternalcapsuleR",0.0231631042737121,"6.0668988969879154399683709813522818902772407696118532721029983e-6","0.0050961950734698489695734316243371"
"BRIA.BRIA.micro_Ax_.PosteriorlimbofinternalcapsuleR","BRIA.BRIA.micro_Ax_.PosteriorlimbofinternalcapsuleR",0.0165524399811968,"0.0012422304258004238484710182980761526853429842588404323337399300","1.0434735576723560327156553703833"
"BRIA.BRIA.micro_Ax_RetrolenticularpartofinternalcapsuleR","BRIA.BRIA.micro_Ax_RetrolenticularpartofinternalcapsuleR",-0.0111081412900199,"0.029366354141208739825128510179206444980636669499388873291956871","24.667737478615341453107948550543"
"BRIA.BRIA.micro_Ax_AnteriorcoronaradiataR","BRIA.BRIA.micro_Ax_AnteriorcoronaradiataR",-0.0125293495193019,"0.014182151894256800687682480193719077100238477480770948870176014","11.913007591175712577653283362719"
"BRIA.BRIA.micro_Ax_SuperiorcoronaradiataR","BRIA.BRIA.micro_Ax_SuperiorcoronaradiataR",0.0207903282718536,"4.9373458638682710678128919458938467467197535606031885598609603e-5","0.041473705256493476969628292345527"
"BRIA.BRIA.micro_Ax_PosteriorcoronaradiataR","BRIA.BRIA.micro_Ax_PosteriorcoronaradiataR",-0.0290640302461931,"1.0870585124518329349412149605670714055722955063488210516553245e-8","9.1312915045953966535062056687634e-6"
"BRIA.BRIA.micro_Ax_PosteriorthalamicradiationR","BRIA.BRIA.micro_Ax_PosteriorthalamicradiationR",-0.0371812846243324,"2.6781117812764672979508295389674137050532970777171514678952194e-13","2.2496138962722325302786968127327e-10"
"BRIA.BRIA.micro_Ax_SagittalstratumR","BRIA.BRIA.micro_Ax_SagittalstratumR",-0.0163010147446152,"0.0013913721458062651719349673001645553515890269155241974235993318","1.1687526024772627444253725321379"
"BRIA.BRIA.micro_Ax_ExternalcapsuleR","BRIA.BRIA.micro_Ax_ExternalcapsuleR",0.0174588532490504,"0.00065546753700010216527946202343380644719632261593692608472867971","0.55059273108008581883474809968421"
"BRIA.BRIA.micro_Ax_CingulumcingulategyrusR","BRIA.BRIA.micro_Ax_CingulumcingulategyrusR",0.0151169227329842,"0.0031688743957553904919415451319342346890061168257896398867270907","2.6618544924345280132308979108233"
"BRIA.BRIA.micro_Ax_CingulumhippocampusR","BRIA.BRIA.micro_Ax_CingulumhippocampusR",-0.0026644672094059,"0.60138164694133874246075520057093765746614383024946689924768273","505.16058343072454366703436847941"
"BRIA.BRIA.micro_Ax_Fornix_StriaterminalisR","BRIA.BRIA.micro_Ax_Fornix_StriaterminalisR",0.00194275938401668,"0.70281143384724510843711639249071595453248992571268082717221735","590.36160443168589108717776969210"
"BRIA.BRIA.micro_Ax_SuperiorlongitudinalfasciculusR","BRIA.BRIA.micro_Ax_SuperiorlongitudinalfasciculusR",0.00911265009811951,"0.074885705513758685457286753635096702940674414106061870775439343","62.903992631557295784120873053461"
"BRIA.BRIA.micro_Ax_SuperiorfrontooccipitalfasciculusR","BRIA.BRIA.micro_Ax_SuperiorfrontooccipitalfasciculusR",-0.0145950737746398,"0.0044555515097108186993449719187083122723316435750278525896928886","3.7426632681570877074497764117144"
"BRIA.BRIA.micro_Ax_UncinatefasciculusR","BRIA.BRIA.micro_Ax_UncinatefasciculusR",0.00972231010782473,"0.057100778655782225374663107493884430862801603224584868567877872","47.964654070857069314717010294847"
"BRIA.BRIA.micro_Ax_TapetumR","BRIA.BRIA.micro_Ax_TapetumR",-0.016766371354657,"0.00098619731712176675448774879148425859714144300629357930091598442","0.82840574638228407376970898484702"
"BRIA.BRIA.micro_Ax_CINGR","BRIA.BRIA.micro_Ax_CINGR",-0.0106637791776481,"0.036376760455292137000066375506465688456974470050141569987680270","30.556478782445395080055755425441"
"BRIA.BRIA.micro_ADC_ATRR","BRIA.BRIA.micro_ADC_ATRR",0.0433811916352635,"1.1187806510937204609291713813698844186386065172307979777514671e-17","9.3977574691872518718050396035117e-15"
"BRIA.BRIA.micro_ADC_CSTR","BRIA.BRIA.micro_ADC_CSTR",0.0441338188215654,"2.8895164002533540391026088078510561229959059221335257771843006e-18","2.4271937762128173928461913985952e-15"
"BRIA.BRIA.micro_ADC_CGR","BRIA.BRIA.micro_ADC_CGR",0.14948113107365,"2.6045178013925455047483988880177094445944705090169003813846089e-195","2.1877949531697382239886550659337e-192"
"BRIA.BRIA.micro_ADC_IFOFR","BRIA.BRIA.micro_ADC_IFOFR",0.0450707049041983,"1.1865927359729102413674020638333046872913978143339922472902200e-20","9.9673789821724460274861773362049e-18"
"BRIA.BRIA.micro_ADC_ILFR","BRIA.BRIA.micro_ADC_ILFR",0.0386248412528275,"8.3875988525623252344979754388442975583519679754985709833342892e-15","7.0455830361523531969782993686296e-12"
"BRIA.BRIA.micro_ADC_SLFR","BRIA.BRIA.micro_ADC_SLFR",0.0724316524136512,"5.2994554967388699028909294330124996220092433890563717544085903e-51","4.4515426172606507184283807237325e-48"
"BRIA.BRIA.micro_ADC_UFR","BRIA.BRIA.micro_ADC_UFR",-0.0415232372784224,"2.8403344792586019249820183605282485333053140328822060714430997e-16","2.3858809625772256169848954228455e-13"
"BRIA.BRIA.micro_ADC_SLTFR","BRIA.BRIA.micro_ADC_SLTFR",-0.0959881692645156,"2.1474329605523349354016379347807099706223921762433481935165288e-84","1.8038436868639613457373758652156e-81"
"BRIA.BRIA.micro_ADC_CorticospinaltractR","BRIA.BRIA.micro_ADC_CorticospinaltractR",0.0105347432730213,"0.038759522027125326731693685320199736564038025421411531661733386","32.557998502785274454622695668968"
"BRIA.BRIA.micro_ADC_MediallemniscusR","BRIA.BRIA.micro_ADC_MediallemniscusR",-0.0144719681574856,"0.0045282962881419036675704443747906652845466953955446460509371808","3.8037688820391990807591732748253"
"BRIA.BRIA.micro_ADC_InferiorcerebellarpeduncleR","BRIA.BRIA.micro_ADC_InferiorcerebellarpeduncleR",0.12076839154805,"3.5231035803221039245763990716833929560896158652628297339512431e-128","2.9594070074705672966441752202136e-125"
"BRIA.BRIA.micro_ADC_SuperiorcerebellarpeduncleR","BRIA.BRIA.micro_ADC_SuperiorcerebellarpeduncleR",0.0179086929744458,"0.00044062570284260511917441417556644944897058378860638283398765168","0.37012559038778830010650790747591"
"BRIA.BRIA.micro_ADC_CerebralpeduncleR","BRIA.BRIA.micro_ADC_CerebralpeduncleR",-0.00849624458024011,"0.094512756876621018292622636032720596467211484492544921141366630","79.390715776361655365803014267509"
"BRIA.BRIA.micro_ADC_AnteriorlimbofinternalcapsuleR","BRIA.BRIA.micro_ADC_AnteriorlimbofinternalcapsuleR",0.0499833395711754,"7.0192809940198164089525782555020072199271755217480223377771924e-23","5.8961960349766457835201657346205e-20"
"BRIA.BRIA.micro_ADC_.PosteriorlimbofinternalcapsuleR","BRIA.BRIA.micro_ADC_.PosteriorlimbofinternalcapsuleR",-0.00859726961404743,"0.090092942979858017675832537969654823309494332712391520001932190","75.678072103080734847699331894534"
"BRIA.BRIA.micro_ADC_RetrolenticularpartofinternalcapsuleR","BRIA.BRIA.micro_ADC_RetrolenticularpartofinternalcapsuleR",0.0955222786844868,"1.5893138934397242440302285379173932770100326191157195387365853e-81","1.3350236704893683649853919718509e-78"
"BRIA.BRIA.micro_ADC_AnteriorcoronaradiataR","BRIA.BRIA.micro_ADC_AnteriorcoronaradiataR",0.0618286628548686,"2.1939984229716970332776849179728477863891157752867915908492164e-34","1.8429586752962255079532553310975e-31"
"BRIA.BRIA.micro_ADC_SuperiorcoronaradiataR","BRIA.BRIA.micro_ADC_SuperiorcoronaradiataR",0.0420231024638763,"1.2854438898517031909585894077973152805915462158697264219754498e-16","1.0797728674754306804052151025496e-13"
"BRIA.BRIA.micro_ADC_PosteriorcoronaradiataR","BRIA.BRIA.micro_ADC_PosteriorcoronaradiataR",0.11348252367065,"3.8358142348798803595311744017664662838038325777440363105503573e-113","3.2220839572990995020061864974838e-110"
"BRIA.BRIA.micro_ADC_PosteriorthalamicradiationR","BRIA.BRIA.micro_ADC_PosteriorthalamicradiationR",0.0433863618829947,"3.3930396986682626171415705071705495256749113123816876752679143e-18","2.8501533468813405983989192260226e-15"
"BRIA.BRIA.micro_ADC_SagittalstratumR","BRIA.BRIA.micro_ADC_SagittalstratumR",0.0234954660043222,"1.8374414477344631692843725867279612721496169255967119519210490e-6","0.0015434508160969490621988729728512"
"BRIA.BRIA.micro_ADC_ExternalcapsuleR","BRIA.BRIA.micro_ADC_ExternalcapsuleR",0.0486914590749116,"8.1145057010588549945564339522757605118917643550350482610937211e-22","6.8161847888894381954274045199131e-19"
"BRIA.BRIA.micro_ADC_CingulumcingulategyrusR","BRIA.BRIA.micro_ADC_CingulumcingulategyrusR",0.0375534501550723,"1.4990542027156336438102893795634684793714170645503521821325330e-13","1.2592055302811322608006430788328e-10"
"BRIA.BRIA.micro_ADC_CingulumhippocampusR","BRIA.BRIA.micro_ADC_CingulumhippocampusR",0.0583969999717351,"1.0131284904574133516563726605483713379159753786822438615458780e-30","8.5102793198422721539135303486114e-28"
"BRIA.BRIA.micro_ADC_Fornix_StriaterminalisR","BRIA.BRIA.micro_ADC_Fornix_StriaterminalisR",0.180556830019284,"1.6447895277886738891504776437639466460934214079383892655375468e-292","1.3816232033424860668864012207612e-289"
"BRIA.BRIA.micro_ADC_SuperiorlongitudinalfasciculusR","BRIA.BRIA.micro_ADC_SuperiorlongitudinalfasciculusR",0.0485816228396107,"4.2224160380124158120103050965888634507829014789124628807843588e-23","3.5468294719304292820886562811336e-20"
"BRIA.BRIA.micro_ADC_SuperiorfrontooccipitalfasciculusR","BRIA.BRIA.micro_ADC_SuperiorfrontooccipitalfasciculusR",0.0996639356147823,"3.3235018411442388776429858510345157526092240598091984803359774e-86","2.7917415465611606572201081148701e-83"
"BRIA.BRIA.micro_ADC_UncinatefasciculusR","BRIA.BRIA.micro_ADC_UncinatefasciculusR",-0.00556194894489232,"0.27468847081034909039013371666280610309910172838424513805869526","230.73831548069323592771232199669"
"BRIA.BRIA.micro_ADC_TapetumR","BRIA.BRIA.micro_ADC_TapetumR",0.0892712112783694,"2.3656489716105658103800932693723838364541442728861711443503587e-69","1.9871451361528752807192783462730e-66"
"BRIA.BRIA.micro_ADC_CINGR","BRIA.BRIA.micro_ADC_CINGR",0.0712609327764899,"7.8321547607995154856798560413667758042813136842607584794906717e-45","6.5790099990715930079710790747445e-42"
"BRIA.BRIA.Drad_extra_ATRR","BRIA.BRIA.Drad_extra_ATRR",-0.0152064618192642,"0.0027861330785186777844527323633998775246704419773736047913293649","2.3403517859556893389402951852568"
"BRIA.BRIA.Drad_extra_CSTR","BRIA.BRIA.Drad_extra_CSTR",-0.0173228674604101,"0.00066131194887706660847568875783057221311248275486117896374883661","0.55550203705673595111957855657768"
"BRIA.BRIA.Drad_extra_CGR","BRIA.BRIA.Drad_extra_CGR",-0.0248631905554653,"9.9681833000012330744368972890455130781019452564734933776204510e-7","0.00083732739720010357825269937227975"
"BRIA.BRIA.Drad_extra_IFOFR","BRIA.BRIA.Drad_extra_IFOFR",-0.0338589982692149,"2.9502106697368201910797072804816927073813462517966128944985536e-11","2.4781769625789289605069541156037e-8"
"BRIA.BRIA.Drad_extra_ILFR","BRIA.BRIA.Drad_extra_ILFR",-0.0255821873320788,"5.0330181190468887052678461217725312819376457260967682938282860e-7","0.00042277352199993865124249907422879"
"BRIA.BRIA.Drad_extra_SLFR","BRIA.BRIA.Drad_extra_SLFR",-0.0261956571592451,"2.5805488625709498537409418990246929086127596975855762930625057e-7","0.00021676610445595978771423911951804"
"BRIA.BRIA.Drad_extra_UFR","BRIA.BRIA.Drad_extra_UFR",-0.0340019419405129,"2.4061556504132582131901565040817277297350257936527861053919808e-11","2.0211707463471368990797314634287e-8"
"BRIA.BRIA.Drad_extra_SLTFR","BRIA.BRIA.Drad_extra_SLTFR",-0.0412896596828537,"4.8487022829538753737767923822887510636704855418487550945545682e-16","4.0729099176812553139725056011218e-13"
"BRIA.BRIA.Drad_extra_CorticospinaltractR","BRIA.BRIA.Drad_extra_CorticospinaltractR",-0.0264526418101012,"1.9773931539816603988798043074029191609284898183839304571154256e-7","0.00016610102493445947350590356182179"
"BRIA.BRIA.Drad_extra_MediallemniscusR","BRIA.BRIA.Drad_extra_MediallemniscusR",-0.0263605532527735,"2.2084842968580587053170878651928812769284573495255366913967443e-7","0.00018551268093607693124663538067616"
"BRIA.BRIA.Drad_extra_InferiorcerebellarpeduncleR","BRIA.BRIA.Drad_extra_InferiorcerebellarpeduncleR",-0.011946343512793,"0.018891755601539299333122988052608309159190175582790096626725488","15.869074705293011439823309964191"
"BRIA.BRIA.Drad_extra_SuperiorcerebellarpeduncleR","BRIA.BRIA.Drad_extra_SuperiorcerebellarpeduncleR",-0.0291929663259282,"9.5506686540482456946713702544347709732322581617703364215299583e-9","8.0225616694005263835239510137210e-6"
"BRIA.BRIA.Drad_extra_CerebralpeduncleR","BRIA.BRIA.Drad_extra_CerebralpeduncleR",-0.0283665944212657,"2.2200260841836246877022753807224635462554080994009310983284909e-8","1.8648219107142447376699113198065e-5"
"BRIA.BRIA.Drad_extra_AnteriorlimbofinternalcapsuleR","BRIA.BRIA.Drad_extra_AnteriorlimbofinternalcapsuleR",-0.0196128490566994,"0.00011584820308682804351396990845553063519394392933288158122111751","0.097312490592935556551734723102693"
"BRIA.BRIA.Drad_extra_.PosteriorlimbofinternalcapsuleR","BRIA.BRIA.Drad_extra_.PosteriorlimbofinternalcapsuleR",0.00054671848501126,"0.91475537492194770867254826466818541363263595182775376588105432","768.39451493443607528494054232090"
"BRIA.BRIA.Drad_extra_RetrolenticularpartofinternalcapsuleR","BRIA.BRIA.Drad_extra_RetrolenticularpartofinternalcapsuleR",-0.0295748040323945,"5.9562262304453220821207789017557649021178899235968855209175171e-9","5.0032300335740705489814542774761e-6"
"BRIA.BRIA.Drad_extra_AnteriorcoronaradiataR","BRIA.BRIA.Drad_extra_AnteriorcoronaradiataR",-0.0263077507171153,"2.3089099298981324687973485341205777833096042367755615161969895e-7","0.00019394843411144312737897727686622"
"BRIA.BRIA.Drad_extra_SuperiorcoronaradiataR","BRIA.BRIA.Drad_extra_SuperiorcoronaradiataR",-0.00151368513756712,"0.76703236337054399685208093319748472838952704769699399864799130","644.30718523125695735574798388578"
"BRIA.BRIA.Drad_extra_PosteriorcoronaradiataR","BRIA.BRIA.Drad_extra_PosteriorcoronaradiataR",-0.0230431231387192,"5.7272013073440040302976175388993458401995240214906150671531951e-6","0.0048108490981689633854499987326746"
"BRIA.BRIA.Drad_extra_PosteriorthalamicradiationR","BRIA.BRIA.Drad_extra_PosteriorthalamicradiationR",-0.0226262745235647,"8.6994400664651114092808883225998952657330619353086111426025162e-6","0.0073075296558306935837959461909861"
"BRIA.BRIA.Drad_extra_SagittalstratumR","BRIA.BRIA.Drad_extra_SagittalstratumR",-0.0342599064788866,"1.7083565102687619801714766989035435288947447837483161760363399e-11","1.4350194686257600633440404270792e-8"
"BRIA.BRIA.Drad_extra_ExternalcapsuleR","BRIA.BRIA.Drad_extra_ExternalcapsuleR",-0.033633929039528,"3.7749901874307629757691714130436484263790515426554477680875027e-11","3.1709917574418408996461039869583e-8"
"BRIA.BRIA.Drad_extra_CingulumcingulategyrusR","BRIA.BRIA.Drad_extra_CingulumcingulategyrusR",0.00384864915385576,"0.45088594787027774716454323533744254015424636564916803211656518","378.74419621103330761821631768349"
"BRIA.BRIA.Drad_extra_CingulumhippocampusR","BRIA.BRIA.Drad_extra_CingulumhippocampusR",-0.0101703517875268,"0.045914932348504690028503748450106210008102001794709984020833220","38.568543172743939623943148698083"
"BRIA.BRIA.Drad_extra_Fornix_StriaterminalisR","BRIA.BRIA.Drad_extra_Fornix_StriaterminalisR",-0.000445276495430627,"0.93033443153832181598477492679506620401714558831636689649180556","781.48092249219032542721093850801"
"BRIA.BRIA.Drad_extra_SuperiorlongitudinalfasciculusR","BRIA.BRIA.Drad_extra_SuperiorlongitudinalfasciculusR",-0.0110091520045571,"0.030869501189278302731855862785036084072981153924194260429365942","25.930380998993774294758924739436"
"BRIA.BRIA.Drad_extra_SuperiorfrontooccipitalfasciculusR","BRIA.BRIA.Drad_extra_SuperiorfrontooccipitalfasciculusR",0.0593808370896721,"4.0347422458654198365958693371940431153365561699950169009673761e-31","3.3891834865269526627405302432425e-28"
"BRIA.BRIA.Drad_extra_UncinatefasciculusR","BRIA.BRIA.Drad_extra_UncinatefasciculusR",-0.018061848868931,"0.00039764820047603984710913697756241670557530817452971942291780358","0.33402448839987347157167506115258"
"BRIA.BRIA.Drad_extra_TapetumR","BRIA.BRIA.Drad_extra_TapetumR",-0.0138705487824623,"0.0063577338828879072313672091423283986395279231293813331323422990","5.3404964616258420743484556795556"
"BRIA.BRIA.Drad_extra_CINGR","BRIA.BRIA.Drad_extra_CINGR",-0.00391218119820527,"0.44292800980791329974963692133817825892904235438009012002761703","372.05952823864717178969501392422"
"BRIA.BRIA.Dax_intra_ATRR","BRIA.BRIA.Dax_intra_ATRR",-0.026210198352155,"2.5158386811719678967293359211697652841177135170324840956835801e-7","0.00021133044921844530332526421737826"
"BRIA.BRIA.Dax_intra_CSTR","BRIA.BRIA.Dax_intra_CSTR",-0.0189374433251096,"0.00019784821098717259180658320609393120705593218245139765102121595","0.16619249722922497711752989311884"
"BRIA.BRIA.Dax_intra_CGR","BRIA.BRIA.Dax_intra_CGR",-0.0263618639140666,"2.1311517710029724586976641684104672782281122410579062659926020e-7","0.00017901674876424968653060379014653"
"BRIA.BRIA.Dax_intra_IFOFR","BRIA.BRIA.Dax_intra_IFOFR",-0.0390320809165774,"1.7473383106136810732382807226291049918474913203359336341249097e-14","1.4677641809154921015201558070094e-11"
"BRIA.BRIA.Dax_intra_ILFR","BRIA.BRIA.Dax_intra_ILFR",-0.0316417319426484,"5.1128137627311160991893995487454532900140799543198821416973350e-10","4.2947635606941375233190956209480e-7"
"BRIA.BRIA.Dax_intra_SLFR","BRIA.BRIA.Dax_intra_SLFR",-0.0325599762328401,"1.5118132742616584858006543543340173702008585718026473922335831e-10","1.2699231503797931280725496576399e-7"
"BRIA.BRIA.Dax_intra_UFR","BRIA.BRIA.Dax_intra_UFR",-0.0327477249390166,"1.2431262723157409636067566547061390593427926149552437999820786e-10","1.0442260687452224094296755899533e-7"
"BRIA.BRIA.Dax_intra_SLTFR","BRIA.BRIA.Dax_intra_SLTFR",-0.0389591798832005,"1.9667175639631845645237002199651624295412527326765746998931056e-14","1.6520427537290750341999081847714e-11"
"BRIA.BRIA.Dax_intra_CorticospinaltractR","BRIA.BRIA.Dax_intra_CorticospinaltractR",-0.0246731429404379,"1.2261819842374468606277003880644927519997374545590347475258346e-6","0.0010299928667594553629272683259742"
"BRIA.BRIA.Dax_intra_MediallemniscusR","BRIA.BRIA.Dax_intra_MediallemniscusR",-0.0275199435139312,"6.3418665505195158795492153244667772661111879184408898041373884e-8","5.3271679024363933388213408725506e-5"
"BRIA.BRIA.Dax_intra_InferiorcerebellarpeduncleR","BRIA.BRIA.Dax_intra_InferiorcerebellarpeduncleR",-0.012120271516419,"0.017257956409100465034331802725584975204672091800109644348494113","14.496683383644390628838714289493"
"BRIA.BRIA.Dax_intra_SuperiorcerebellarpeduncleR","BRIA.BRIA.Dax_intra_SuperiorcerebellarpeduncleR",-0.0275410812847226,"6.3264268309300865459506446543734143635009570803002204166824535e-8","5.3141985379812726985985415096747e-5"
"BRIA.BRIA.Dax_intra_CerebralpeduncleR","BRIA.BRIA.Dax_intra_CerebralpeduncleR",-0.0341407201593632,"1.5007349929376041817826704461361239733958072601909311816471696e-11","1.2606173940675875126974431747542e-8"
"BRIA.BRIA.Dax_intra_AnteriorlimbofinternalcapsuleR","BRIA.BRIA.Dax_intra_AnteriorlimbofinternalcapsuleR",-0.0196167098153627,"0.00011553446819868283769286651428615432336506980067768379279340801","0.097048953286893583662007872000349"
"BRIA.BRIA.Dax_intra_.PosteriorlimbofinternalcapsuleR","BRIA.BRIA.Dax_intra_.PosteriorlimbofinternalcapsuleR",0.00605040094667794,"0.23656459747050658791685038309760936696979974139995662476362236","198.71426187522553385015432180193"
"BRIA.BRIA.Dax_intra_RetrolenticularpartofinternalcapsuleR","BRIA.BRIA.Dax_intra_RetrolenticularpartofinternalcapsuleR",-0.0338967150069959,"2.6263028892172369616010229065773978956411965357712806879385050e-11","2.2060944269424790477448592415249e-8"
